,activity,group,CMPD_CHEMBLID,exp
2412,3.28,train,CHEMBL2335894,3.05
2413,4.17,train,CHEMBL511115,0.75999999
2414,0.87,train,CHEMBL2335123,2.46
2415,1.56,train,CHEMBL1777822,0.15000001
2416,2.62,train,CHEMBL1236772,2.9100001
2417,0.3,train,CHEMBL2177159,2.26
2418,0.8,train,CHEMBL1950729,0.87
2419,-0.65,train,CHEMBL2178579,2.5999999
2420,2.76,train,CHEMBL1194608,0.52999997
2421,0.4,train,CHEMBL267744,-0.83999997
2422,2.33,train,CHEMBL1201016,1.7
2423,2.6,train,CHEMBL932,3.97
2424,1.55,train,CHEMBL556716,2.9000001
2425,0.74,train,CHEMBL1945031,1.13
2426,1.5,train,CHEMBL2331754,2.6900001
2427,1.26,train,CHEMBL2170989,1.9
2428,2.09,train,CHEMBL1123,3.72
2429,2.93,train,CHEMBL442137,1.7
2430,1.78,train,CHEMBL2171992,1.74
2431,3.1,train,CHEMBL2181928,2.75
2432,4.25,train,CHEMBL2164690,4.0999998999999985
2433,3.65,train,CHEMBL73189,2.7
2434,4.15,train,CHEMBL1689117,0.99000001
2435,3.13,train,CHEMBL110147,1.84
2436,0.68,train,CHEMBL2139925,4.0999998999999985
2437,4.31,train,CHEMBL469727,1.98
2438,2.7,train,CHEMBL186526,2.6500001
2439,0.3,train,CHEMBL1778866,2.23
2440,2.55,train,CHEMBL31815,3.7
2441,2.26,train,CHEMBL502,2.4100001
2442,2.32,train,CHEMBL298700,3.3
2443,2.62,train,CHEMBL1287853,2.1099999
2444,-0.43,train,CHEMBL1199988,1.85
2445,2.81,train,CHEMBL2062558,2.23
2446,3.1,train,CHEMBL398894,2.5999999
2447,3.1,train,CHEMBL247471,3.0999999
2448,2.9,train,CHEMBL1699517,1.0700001
2449,3.5,train,CHEMBL23,1.99
2450,1.4,train,CHEMBL168634,0.050000001
2451,1.84,train,CHEMBL260374,2.3
2452,3.29,train,CHEMBL50608,2.2
2453,3.37,train,CHEMBL2010839,1.8
2454,3.47,train,CHEMBL1288009,1.8200001
2455,3.71,train,CHEMBL1900528,-0.25
2456,2.2,train,CHEMBL591931,1.27
2457,1.77,train,CHEMBL376291,3.0999999
2458,2.34,train,CHEMBL223166,0.89999998
2459,2.8,train,CHEMBL1631468,1.86
2460,3.6,train,CHEMBL1944689,2.3
2461,2.45,train,CHEMBL1689122,0.69
2462,3.6,train,CHEMBL1289349,2.74
2463,1.05,train,CHEMBL92840,2.1500001
2464,2.73,train,CHEMBL360227,2.4000001
2465,2.63,train,CHEMBL2207281,2.0599999
2466,2.08,train,CHEMBL1762550,3.4400001
2467,4.3,train,CHEMBL177611,0.60000002
2468,2.9,train,CHEMBL1320527,1.91
2469,2.05,train,CHEMBL1414985,2.96
2470,1.65,train,CHEMBL6800,1.9
2471,3.0,train,CHEMBL1364572,2.9100001
2472,-0.9,train,CHEMBL1201117,0.36000001
2473,3.6,train,CHEMBL2003130,3.3099999
2474,3.5,train,CHEMBL388525,3.3900001000000004
2475,1.97,train,CHEMBL1778650,0.31
2476,1.85,train,CHEMBL65511,1.97
2477,2.71,train,CHEMBL457887,1.3200001
2478,0.81,train,CHEMBL1255840,-0.27000001
2479,2.35,train,CHEMBL61593,2.1199999
2480,2.8,train,CHEMBL1822878,4.3000002
2481,3.17,train,CHEMBL1082410,3.3
2482,-0.16,train,CHEMBL1950849,2.6400001
2483,3.69,train,CHEMBL22442,2.4000001
2484,1.13,train,CHEMBL2070938,1.3
2485,2.26,train,CHEMBL1778622,1.54
2486,-0.28,train,CHEMBL1886566,2.3800001
2487,1.4,train,CHEMBL51583,3.0999999
2488,1.62,train,CHEMBL101311,2.9000001
2489,2.8,train,CHEMBL1944739,-1.0
2490,2.89,train,CHEMBL855,1.88
2491,0.16,train,CHEMBL1806525,2.8
2492,0.16,train,CHEMBL559078,2.4100001
2493,4.2,train,CHEMBL2024676,3.1500001
2494,1.81,train,CHEMBL126048,0.80000001
2495,2.34,train,CHEMBL1917440,0.029999999
2496,0.4,train,CHEMBL502684,0.2
2497,1.63,train,CHEMBL1783286,3.4000001
2498,1.78,train,CHEMBL1689114,1.01
2499,3.36,train,CHEMBL1947157,3.1500001
2500,2.18,train,CHEMBL535,2.26
2501,0.0,train,CHEMBL2171033,1.5
2502,-0.71,train,CHEMBL490,1.78
2503,1.5,train,CHEMBL178737,1.79
2504,2.6,train,CHEMBL183425,3.8099999
2505,-0.06,train,CHEMBL1321641,1.51
2506,2.11,train,CHEMBL93124,3.5
2507,3.14,train,CHEMBL436381,1.97
2508,2.67,train,CHEMBL1586531,3.0999999
2509,0.29,train,CHEMBL228761,2.21
2510,2.93,train,CHEMBL810,-1.08
2511,2.2,train,CHEMBL1430414,2.3499999
2512,0.6,train,CHEMBL189181,4.2800002
2513,1.44,train,CHEMBL1910654,3.25
2514,3.1,train,CHEMBL182380,2.8599999
2515,2.9,train,CHEMBL341324,1.67
2516,4.3,train,CHEMBL214637,2.1900001
2517,3.63,train,CHEMBL1565348,3.7
2518,-0.52,train,CHEMBL552512,1.15
2519,1.8,train,CHEMBL421,-0.57999998
2520,-0.38,train,CHEMBL370152,2.96
2521,3.32,train,CHEMBL2059872,3.0999999
2522,3.85,train,CHEMBL1531981,1.63
2523,2.14,train,CHEMBL1944652,3.8599999
2524,3.27,train,CHEMBL168073,2.6300001
2525,2.35,train,CHEMBL380130,3.8
2526,2.5,train,CHEMBL389792,2.8699999
2527,0.62,train,CHEMBL1770465,3.5799999
2528,2.59,train,CHEMBL48190,1.54
2529,4.19,train,CHEMBL51478,2.8900001
2530,2.15,train,CHEMBL1224288,2.3
2531,1.58,train,CHEMBL1180250,1.0
2532,-0.96,train,CHEMBL2010832,2.7
2533,3.6,train,CHEMBL308538,-1.2
2534,1.05,train,CHEMBL1824369,2.3399999
2535,1.56,train,CHEMBL2011928,3.28
2536,1.54,train,CHEMBL471412,3.8599999
2537,2.55,train,CHEMBL1306424,3.5999999
2538,1.71,train,CHEMBL1762547,3.8
2539,0.27,train,CHEMBL215275,2.1199999
2540,2.83,train,CHEMBL355236,2.8
2541,0.48,train,CHEMBL211265,2.46
2542,3.7,train,CHEMBL1946615,2.1199999
2543,1.38,train,CHEMBL2171215,2.1300001
2544,3.24,train,CHEMBL571526,2.72
2545,1.61,train,CHEMBL1738748,2.4200001
2546,2.96,train,CHEMBL575099,3.22
2547,1.13,train,CHEMBL459219,1.21
2548,4.06,train,CHEMBL2068817,3.0
2549,1.2,train,CHEMBL1891338,3.7
2550,0.25,train,CHEMBL560219,3.3599999
2551,0.54,train,CHEMBL1934426,1.23
2552,1.0,train,CHEMBL1829442,4.1399998999999985
2553,1.83,train,CHEMBL396724,3.27
2554,3.74,train,CHEMBL2164747,0.37
2555,2.89,train,CHEMBL14474,2.0899999
2556,2.87,train,CHEMBL384684,3.0999999
2557,3.5,train,CHEMBL147507,0.60000002
2558,2.56,train,CHEMBL93484,-0.80000001
2559,2.15,train,CHEMBL384699,3.4000001
2560,3.7,train,CHEMBL1213082,2.5999999
2561,2.52,train,CHEMBL578723,1.0
2562,-0.12,train,CHEMBL214350,1.27
2563,-0.08,train,CHEMBL1682950,2.6600001
2564,3.52,train,CHEMBL960,3.9000001
2565,0.76,train,CHEMBL1079324,4.1199999
2566,2.19,train,CHEMBL1090173,1.85
2567,1.7,train,CHEMBL413558,3.1199999
2568,2.01,train,CHEMBL2336329,1.26
2569,0.78,train,CHEMBL2011927,1.55
2570,3.4,train,CHEMBL2011937,0.25
2571,2.39,train,CHEMBL1933594,1.42
2572,2.41,train,CHEMBL495727,2.3
2573,1.8,train,CHEMBL2059865,3.01
2574,3.12,train,CHEMBL1770733,1.91
2575,3.4,train,CHEMBL443,-0.56
2576,2.85,train,CHEMBL388337,2.0
2577,3.4,train,CHEMBL2030815,-0.22
2578,3.33,train,CHEMBL2086653,3.4000001
2579,3.82,train,CHEMBL1214827,2.5
2580,1.5,train,CHEMBL20403,3.52
2581,1.4,train,CHEMBL320777,1.98
2582,2.25,train,CHEMBL1650697,1.79
2583,2.29,train,CHEMBL481230,3.2
2584,-0.06,train,CHEMBL102726,3.21
2585,2.91,train,CHEMBL1704514,2.47
2586,1.9,train,CHEMBL1472545,3.2
2587,3.4,train,CHEMBL1096435,3.8599999
2588,2.51,train,CHEMBL13485,2.75
2589,1.8,train,CHEMBL1081913,3.0
2590,3.16,train,CHEMBL73048,2.0799999
2591,3.2,train,CHEMBL1079,0.70999998
2592,2.56,train,CHEMBL1917459,-0.28999999
2593,2.53,train,CHEMBL2030799,-0.039999999
2594,3.2,train,CHEMBL167597,3.0999999
2595,1.7,train,CHEMBL1951164,1.1
2596,2.24,train,CHEMBL549635,3.04
2597,1.33,train,CHEMBL2010841,2.0999999
2598,2.7,train,CHEMBL941,2.5
2599,4.0,train,CHEMBL401158,3.0699999
2600,2.43,train,CHEMBL1950861,-0.55000001
2601,2.43,train,CHEMBL23588,2.01
2602,-0.91,train,CHEMBL1689118,0.31
2603,-0.04,train,CHEMBL2207280,3.9300001
2604,3.56,train,CHEMBL378405,3.3199999
2605,2.3,train,CHEMBL2171038,1.71
2606,-0.49,train,CHEMBL1762534,3.3699999
2607,2.65,train,CHEMBL1168,-0.41
2608,1.66,train,CHEMBL1775161,1.1900001
2609,1.71,train,CHEMBL366255,2.8299999
2610,3.42,train,CHEMBL249966,0.75
2611,0.69,train,CHEMBL402542,1.8099999
2612,1.78,train,CHEMBL383723,2.71
2613,0.02,train,CHEMBL2153176,2.8499999
2614,1.1,train,CHEMBL1576801,3.4300001000000004
2615,-0.06,train,CHEMBL1809207,3.0999999
2616,3.38,train,CHEMBL484738,1.6
2617,0.67,train,CHEMBL2348642,1.9
2618,3.3,train,CHEMBL2036774,3.3199999
2619,0.22,train,CHEMBL1829270,1.38
2620,3.16,train,CHEMBL1221607,0.91000003
2621,1.94,train,CHEMBL12,2.6900001
2622,2.2,train,CHEMBL2087847,3.6199999
2623,1.92,train,CHEMBL278623,1.0
2624,2.69,train,CHEMBL327027,3.8
2625,1.28,train,CHEMBL861,1.59
2626,3.24,train,CHEMBL2164741,0.44999999
2627,2.3,train,CHEMBL344319,1.05
2628,3.6,train,CHEMBL481205,2.24
2629,2.13,train,CHEMBL214798,2.72
2630,-0.14,train,CHEMBL305406,4.0999998999999985
2631,2.15,train,CHEMBL1312599,4.380000099999998
2632,0.6,train,CHEMBL1631466,1.85
2633,1.74,train,CHEMBL192894,3.3699999
2634,1.11,train,CHEMBL1175,2.0899999
2635,2.74,train,CHEMBL44245,3.0
2636,3.53,train,CHEMBL472258,3.02
2637,0.54,train,CHEMBL235821,1.4
2638,2.2,train,CHEMBL2335886,3.0999999
2639,3.1,train,CHEMBL1774056,3.1099999
2640,1.62,train,CHEMBL232627,0.67000002
2641,2.53,train,CHEMBL325226,3.5
2642,-1.33,train,CHEMBL300664,2.9200001
2643,2.81,train,CHEMBL110941,2.45
2644,3.23,train,CHEMBL1575581,2.23
2645,2.23,train,CHEMBL1340091,1.97
2646,2.79,train,CHEMBL1709618,1.5
2647,2.84,train,CHEMBL573287,3.51
2648,2.87,train,CHEMBL1908856,2.5599999
2649,2.14,train,CHEMBL2153175,3.3599999
2650,3.07,train,CHEMBL155103,1.2
2651,3.49,train,CHEMBL301018,3.6700001
2652,0.5,train,CHEMBL1778612,-0.69
2653,1.26,train,CHEMBL2177110,0.69999999
2654,2.91,train,CHEMBL13589,1.4
2655,3.22,train,CHEMBL520734,1.0599999
2656,2.7,train,CHEMBL954,4.0900002
2657,-1.29,train,CHEMBL1077979,1.64
2658,1.3,train,CHEMBL1967560,2.75
2659,3.6,train,CHEMBL108939,1.5
2660,1.5,train,CHEMBL1289717,1.6
2661,3.29,train,CHEMBL178397,3.8
2662,2.25,train,CHEMBL1290108,3.47
2663,1.61,train,CHEMBL2179276,0.93000001
2664,1.14,train,CHEMBL778,2.79
2665,3.22,train,CHEMBL1946617,1.89
2666,2.95,train,CHEMBL327502,3.02
2667,3.77,train,CHEMBL1829261,1.33
2668,1.52,train,CHEMBL2326864,-0.81999999
2669,2.9,train,CHEMBL400964,2.1099999
2670,1.29,train,CHEMBL460102,2.1600001
2671,2.98,train,CHEMBL2036581,3.2
2672,3.25,train,CHEMBL322722,2.4100001
2673,3.72,train,CHEMBL2208425,3.3299999
2674,1.27,train,CHEMBL2031158,0.50999999
2675,1.0,train,CHEMBL2059376,2.21
2676,1.67,train,CHEMBL420055,0.89999998
2677,2.32,train,CHEMBL60088,0.74000001
2678,2.29,train,CHEMBL2030006,2.3399999
2679,2.11,train,CHEMBL2110579,2.0999999
2680,0.48,train,CHEMBL1421,3.4100001000000004
2681,0.4,train,CHEMBL324875,2.0699999
2682,1.48,train,CHEMBL134074,4.1999998
2683,1.81,train,CHEMBL1718768,2.0999999
2684,3.19,train,CHEMBL266094,1.53
2685,3.46,train,CHEMBL452464,2.8
2686,0.89,train,CHEMBL1951011,3.7
2687,1.9,train,CHEMBL203567,1.91
2688,2.17,train,CHEMBL1829408,2.72
2689,3.84,train,CHEMBL325873,1.2
2690,2.03,train,CHEMBL1020,-1.02
2691,1.78,train,CHEMBL300846,2.0
2692,2.93,train,CHEMBL2335889,3.04
2693,2.9,train,CHEMBL206200,2.1800001
2694,3.47,train,CHEMBL1818381,0.22
2695,1.62,train,CHEMBL257269,3.3599999
2696,2.31,train,CHEMBL224013,3.0999999
2697,2.7,train,CHEMBL1087398,3.45
2698,1.97,train,CHEMBL1951074,-1.04
2699,0.58,train,CHEMBL268362,1.8
2700,2.5,train,CHEMBL2062580,2.9400001
2701,3.37,train,CHEMBL2151325,2.55
2702,1.69,train,CHEMBL187709,3.98
2703,2.2,train,CHEMBL2331743,1.96
2704,1.4,train,CHEMBL2012863,2.48
2705,1.71,train,CHEMBL336619,4.0500002
2706,2.69,train,CHEMBL1458783,1.75
2707,2.78,train,CHEMBL324465,2.73
2708,1.3,train,CHEMBL519779,3.4000001
2709,3.0,train,CHEMBL261237,3.3
2710,2.82,train,CHEMBL191083,-0.88
2711,0.92,train,CHEMBL1682944,3.25
2712,2.12,train,CHEMBL423,0.63
2713,1.94,train,CHEMBL1784366,1.5
2714,2.4,train,CHEMBL379828,1.16
2715,2.25,train,CHEMBL1807858,2.1600001
2716,2.8,train,CHEMBL1916546,0.68000001
2717,2.8,train,CHEMBL100539,4.21
2718,1.95,train,CHEMBL1741329,2.8699999
2719,0.15,train,CHEMBL341161,2.6099999
2720,2.1,train,CHEMBL115,2.9000001
2721,1.33,train,CHEMBL2158829,1.99
2722,2.9,train,CHEMBL1824364,3.2
2723,3.2,train,CHEMBL112,0.25
2724,0.33,train,CHEMBL1386638,3.6900001
2725,3.1,train,CHEMBL2177601,0.80000001
2726,0.85,train,CHEMBL2078812,2.1800001
2727,2.27,train,CHEMBL1778625,0.28999999
2728,1.79,train,CHEMBL254361,1.0
2729,0.71,train,CHEMBL92172,2.25
2730,-0.89,train,CHEMBL1571801,2.1199999
2731,4.1,train,CHEMBL1916540,1.72
2732,2.01,train,CHEMBL2062559,2.8800001
2733,1.94,train,CHEMBL1778636,-0.25
2734,3.4,train,CHEMBL1916263,2.51
2735,3.8,train,CHEMBL1888044,2.4100001
2736,3.2,train,CHEMBL385049,1.96
2737,3.58,train,CHEMBL16293,3.29
2738,2.97,train,CHEMBL2325986,2.1700001
2739,-0.18,train,CHEMBL1824045,2.1900001
2740,2.8,train,CHEMBL1829424,2.0599999
2741,1.92,train,CHEMBL1669170,3.4000001
2742,2.61,train,CHEMBL1389402,1.53
2743,1.53,train,CHEMBL1539253,4.2399998
2744,4.3,train,CHEMBL401874,4.3000002
2745,3.05,train,CHEMBL110599,3.0699999
2746,1.09,train,CHEMBL455651,3.3099999
2747,2.46,train,CHEMBL291514,3.3
2748,3.2,train,CHEMBL460087,1.22
2749,2.6,train,CHEMBL1441229,3.0
2750,3.62,train,CHEMBL2164683,3.03
2751,0.2,train,CHEMBL1187646,1.5
2752,2.59,train,CHEMBL2325702,2.0
2753,3.29,train,CHEMBL1599839,3.3
2754,2.4,train,CHEMBL1950856,2.9200001
2755,2.8,train,CHEMBL114123,2.5
2756,0.01,train,CHEMBL275742,1.13
2757,2.6,train,CHEMBL280916,0.83999997
2758,2.33,train,CHEMBL1313164,3.3800001
2759,3.32,train,CHEMBL2336326,2.49
2760,3.98,train,CHEMBL592374,1.96
2761,1.78,train,CHEMBL2031233,2.1700001
2762,2.38,train,CHEMBL1289283,2.0
2763,3.6,train,CHEMBL1461377,3.1500001
2764,2.58,train,CHEMBL1824035,0.15000001
2765,-0.76,train,CHEMBL563545,2.0699999
2766,3.48,train,CHEMBL2171277,3.9000001
2767,1.1,train,CHEMBL2158773,2.8399999
2768,3.19,train,CHEMBL1852508,0.56999999
2769,2.67,train,CHEMBL2158470,3.2
2770,2.0,train,CHEMBL2207599,-0.80000001
2771,2.15,train,CHEMBL2346970,3.5
2772,2.56,train,CHEMBL2207276,2.4200001
2773,3.7,train,CHEMBL2062569,2.6600001
2774,3.92,train,CHEMBL183406,3.4000001
2775,4.1,train,CHEMBL2059195,0.57999998
2776,2.2,train,CHEMBL1464754,3.78
2777,1.6,train,CHEMBL1951072,1.95
2778,2.57,train,CHEMBL121889,1.98
2779,2.9,train,CHEMBL62993,2.7
2780,2.99,train,CHEMBL176219,3.3699999
2781,2.0,train,CHEMBL577241,3.3
2782,3.56,train,CHEMBL2170992,2.5
2783,2.2,train,CHEMBL437526,1.16
2784,2.06,train,CHEMBL2153178,2.27
2785,3.8,train,CHEMBL2179283,1.99
2786,3.97,train,CHEMBL499,-0.22
2787,1.67,train,CHEMBL320882,3.3800001
2788,3.8,train,CHEMBL452,3.72
2789,0.63,train,CHEMBL376055,0.75
2790,-0.07,train,CHEMBL511782,2.55
2791,1.06,train,CHEMBL1950848,2.51
2792,2.9,train,CHEMBL403672,3.01
2793,1.0,train,CHEMBL1783279,3.26
2794,1.27,train,CHEMBL597803,2.8
2795,3.0,train,CHEMBL2030439,1.59
2796,3.1,train,CHEMBL2031162,-0.63
2797,-0.21,train,CHEMBL2158817,1.71
2798,0.74,train,CHEMBL382565,2.7
2799,2.56,train,CHEMBL1503415,0.95999998
2800,4.48,train,CHEMBL93354,0.99000001
2801,2.67,train,CHEMBL2171026,1.53
2802,3.29,train,CHEMBL2338020,2.3
2803,3.27,train,CHEMBL342357,3.0999999
2804,2.19,train,CHEMBL2325642,1.0
2805,2.35,train,CHEMBL426658,4.3000002
2806,2.6,train,CHEMBL2086652,2.8
2807,3.55,train,CHEMBL25236,3.53
2808,2.99,train,CHEMBL141157,1.75
2809,2.46,train,CHEMBL2325698,3.0
2810,3.2,train,CHEMBL460103,2.3599999
2811,3.26,train,CHEMBL178457,2.6700001
2812,0.7,train,CHEMBL484663,3.3
2813,2.62,train,CHEMBL2010842,2.8499999
2814,1.59,train,CHEMBL233034,2.4000001
2815,1.91,train,CHEMBL561,-1.1
2816,0.9,train,CHEMBL13311,1.4
2817,3.3,train,CHEMBL602745,4.0
2818,2.8,train,CHEMBL46,1.67
2819,3.0,train,CHEMBL229948,2.49
2820,3.1,train,CHEMBL267044,-0.83999997
2821,3.07,train,CHEMBL1270874,2.9000001
2822,3.7,train,CHEMBL1880028,2.03
2823,4.36,train,CHEMBL179128,1.25
2824,0.96,train,CHEMBL87785,4.3499999
2825,1.0,train,CHEMBL477786,1.6900001
2826,3.23,train,CHEMBL2036778,1.6
2827,0.86,train,CHEMBL118,3.4200001
2828,1.1,train,CHEMBL279200,0.68000001
2829,-0.12,train,CHEMBL1934267,0.97000003
2830,3.61,train,CHEMBL407,1.1
2831,4.2,train,CHEMBL62,2.5
2832,1.9,train,CHEMBL1513,1.29
2833,2.93,train,CHEMBL402561,3.4000001
2834,2.49,train,CHEMBL244183,3.1700001
2835,0.93,train,CHEMBL66761,2.8
2836,3.8,train,CHEMBL1721885,2.22
2837,0.1,train,CHEMBL1539037,1.4
2838,3.33,train,CHEMBL2178369,2.0
2839,2.58,train,CHEMBL2010847,3.0
2840,3.5,train,CHEMBL298019,4.420000099999998
2841,3.17,train,CHEMBL1257015,1.23
2842,2.21,train,CHEMBL452021,1.16
2843,2.66,train,CHEMBL2347404,3.2
2844,2.1,train,CHEMBL2171044,1.8099999
2845,1.69,train,CHEMBL1891277,3.5999999
2846,0.9,train,CHEMBL1078411,1.3
2847,1.79,train,CHEMBL2153189,1.6
2848,0.61,train,CHEMBL109514,3.0
2849,1.6,train,CHEMBL135386,3.8
2850,2.23,train,CHEMBL287726,0.51999998
2851,2.37,train,CHEMBL1949859,1.5
2852,3.29,train,CHEMBL191528,2.2
2853,3.32,train,CHEMBL381724,2.7
2854,2.2,train,CHEMBL190,-0.09000000400000001
2855,2.6,train,CHEMBL485240,3.3699999
2856,0.69,train,CHEMBL300940,2.0999999
2857,1.69,train,CHEMBL2207217,4.1300001
2858,2.8,train,CHEMBL1807825,0.41
2859,1.05,train,CHEMBL477567,2.5699999
2860,3.0,train,CHEMBL1071,1.2
2861,2.0,train,CHEMBL402507,4.1399998999999985
2862,2.2,train,CHEMBL2172002,2.3
2863,3.98,train,CHEMBL1775179,3.0
2864,4.1,train,CHEMBL208118,3.4400001
2865,2.97,train,CHEMBL117711,1.5700001
2866,2.73,train,CHEMBL1770476,4.3099999
2867,-0.94,train,CHEMBL184189,2.74
2868,2.68,train,CHEMBL2323239,3.95
2869,1.44,train,CHEMBL2086680,2.8099999
2870,3.27,train,CHEMBL2078762,0.61000001
2871,3.6,train,CHEMBL1282,2.52
2872,1.33,train,CHEMBL2059862,2.6700001
2873,2.99,train,CHEMBL15770,-0.0099999998
2874,3.93,train,CHEMBL13030,0.17
2875,3.14,train,CHEMBL1800472,1.21
2876,2.39,train,CHEMBL107367,3.5
2877,1.16,train,CHEMBL570,3.5899999
2878,2.1,train,CHEMBL2087861,4.1300001
2879,3.87,train,CHEMBL1409708,1.7
2880,2.78,train,CHEMBL1269107,2.73
2881,3.1,train,CHEMBL452529,0.63999999
2882,1.79,train,CHEMBL1287979,1.8200001
2883,3.74,train,CHEMBL637,0.99000001
2884,1.85,train,CHEMBL402208,1.1799999
2885,3.6,train,CHEMBL172714,-0.28
2886,1.76,train,CHEMBL455467,2.0999999
2887,3.5,train,CHEMBL112994,2.22
2888,3.43,train,CHEMBL1809221,2.3
2889,1.5,train,CHEMBL226960,1.3
2890,2.64,train,CHEMBL1346,2.79
2891,1.52,train,CHEMBL1829250,1.6900001
2892,2.7,train,CHEMBL1789187,-0.49000001
2893,3.64,train,CHEMBL214304,1.78
2894,1.25,train,CHEMBL1241,1.28
2895,2.82,train,CHEMBL1236962,2.5
2896,2.63,train,CHEMBL2171039,1.9299999
2897,2.33,train,CHEMBL429,1.0599999
2898,2.83,train,CHEMBL86,0.34
2899,2.65,train,CHEMBL113014,2.1500001
2900,3.2,train,CHEMBL139,1.08
2901,1.86,train,CHEMBL1944694,0.80000001
2902,-0.87,train,CHEMBL1881943,2.3599999
2903,3.09,train,CHEMBL1441,1.52
2904,1.81,train,CHEMBL561771,4.29
2905,3.14,train,CHEMBL1472189,2.9000001
2906,0.6,train,CHEMBL56942,2.1400001
2907,3.5,train,CHEMBL1078983,3.25
2908,-0.03,train,CHEMBL2346975,2.2
2909,2.1,train,CHEMBL551707,3.0799999
2910,0.26,train,CHEMBL1917424,2.51
2911,3.0,train,CHEMBL1519083,0.68000001
2912,4.0,train,CHEMBL455428,2.95
2913,0.6,train,CHEMBL268313,3.3
2914,3.1,train,CHEMBL383669,3.8
2915,-0.13,train,CHEMBL1359240,0.80000001
2916,0.92,train,CHEMBL1486510,3.5
2917,1.4,train,CHEMBL466006,3.71
2918,4.11,train,CHEMBL1923435,3.0999999
2919,2.12,train,CHEMBL1288278,0.28
2920,2.9,train,CHEMBL1477,1.72
2921,3.23,train,CHEMBL50973,2.5599999
2922,3.8,train,CHEMBL2349339,3.8
2923,2.1,train,CHEMBL508739,2.8599999
2924,3.6,train,CHEMBL129814,2.2
2925,2.11,train,CHEMBL1824375,1.59
2926,1.5,train,CHEMBL807,0.05999999900000001
2927,3.96,train,CHEMBL2165060,1.25
2928,3.04,train,CHEMBL1209511,3.52
2929,3.3,train,CHEMBL1586302,2.0799999
2930,3.15,train,CHEMBL12132,0.5
2931,4.23,train,CHEMBL1938680,2.4000001
2932,1.63,train,CHEMBL802,0.76999998
2933,3.33,train,CHEMBL2035033,2.0
2934,2.01,train,CHEMBL322318,2.3499999
2935,0.57,train,CHEMBL1448393,2.4300001
2936,0.9,train,CHEMBL517859,2.1700001
2937,3.3,train,CHEMBL388474,2.0
2938,-1.08,train,CHEMBL1868114,3.4000001
2939,2.7,train,CHEMBL152676,0.14
2940,-0.87,train,CHEMBL27759,1.26
2941,1.15,train,CHEMBL2171047,2.2
2942,1.2,train,CHEMBL2078754,3.3499999
2943,3.5,train,CHEMBL570002,1.96
2944,3.18,train,CHEMBL1950857,2.05
2945,3.31,train,CHEMBL109205,2.8699999
2946,3.14,train,CHEMBL1497909,3.5
2947,2.7,train,CHEMBL57758,3.28
2948,2.9,train,CHEMBL427486,0.69999999
2949,1.46,train,CHEMBL334167,0.30000001
2950,1.55,train,CHEMBL1807815,0.79000002
2951,1.55,train,CHEMBL320971,1.4400001
2952,2.83,train,CHEMBL1945291,1.52
2953,1.2,train,CHEMBL397192,2.8599999
2954,1.61,train,CHEMBL1718800,3.5
2955,1.32,train,CHEMBL1917442,1.71
2956,2.28,train,CHEMBL59438,3.0999999
2957,0.7,train,CHEMBL2087622,4.3400002
2958,1.82,train,CHEMBL2165057,0.50999999
2959,2.0,train,CHEMBL1951898,2.8599999
2960,3.3,train,CHEMBL1224069,1.71
2961,2.17,train,CHEMBL236779,2.52
2962,2.11,train,CHEMBL1363,0.41999999
2963,2.85,train,CHEMBL234952,3.4000001
2964,3.42,train,CHEMBL189963,0.80000001
2965,3.8,train,CHEMBL1682947,3.1400001
2966,2.27,train,CHEMBL2349321,4.1999998
2967,0.94,train,CHEMBL2036577,2.51
2968,0.69,train,CHEMBL359810,2.76
2969,2.5,train,CHEMBL750,0.55000001
2970,2.97,train,CHEMBL555013,3.28
2971,3.02,train,CHEMBL327504,3.5
2972,3.68,train,CHEMBL304087,3.5999999
2973,3.2,train,CHEMBL11348,3.3
2974,3.1,train,CHEMBL2024524,2.8099999
2975,2.77,train,CHEMBL2171035,2.5899999
2976,1.47,train,CHEMBL7728,1.5
2977,2.74,train,CHEMBL1760039,3.4100001000000004
2978,0.85,train,CHEMBL219916,3.45
2979,2.7,train,CHEMBL320876,0.91000003
2980,3.6,train,CHEMBL1255978,2.8
2981,1.93,train,CHEMBL9,-0.87
2982,1.72,train,CHEMBL1951165,1.6
2983,2.4,train,CHEMBL117869,0.66000003
2984,4.5,train,CHEMBL48082,1.6799999
2985,0.22,train,CHEMBL2177607,1.5
2986,4.06,train,CHEMBL279416,0.30000001
2987,2.5,train,CHEMBL1829251,2.1500001
2988,1.77,train,CHEMBL376632,2.5
2989,2.4,train,CHEMBL2177603,1.15
2990,2.15,train,CHEMBL2035026,2.0
2991,3.63,train,CHEMBL488085,2.45
2992,0.9,train,CHEMBL207100,1.74
2993,3.88,train,CHEMBL49722,0.41999999
2994,1.35,train,CHEMBL563886,2.5999999
2995,3.57,train,CHEMBL487066,3.0599999
2996,3.31,train,CHEMBL2086677,3.8
2997,3.66,train,CHEMBL179701,2.6400001
2998,1.1,train,CHEMBL1683037,2.5699999
2999,1.2,train,CHEMBL2208435,3.28
3000,1.4,train,CHEMBL1086473,4.1700001
3001,3.5,train,CHEMBL484304,0.87
3002,3.78,train,CHEMBL1824377,1.5599999
3003,3.39,train,CHEMBL2086682,3.7
3004,1.03,train,CHEMBL2094588,2.6199999
3005,0.89,train,CHEMBL2087433,0.30000001
